FOODID;FOODNAME;LANG
1247;EGG SAUCE, LOW-FAT MILK, THICKENED WITH FLOUR AND FAT;EN
1253;PUDDING, PRUNE PUDDING;EN
1258;FRENCH TOAST WITH LOW-FAT MILK;EN
1262;COOKIE CRUMBS, WHIPPED CREAM AND JAM DESSERT, PAPPILAN HÄTÄVARA;EN
1265;GRAHAM GRUEL, MILK, SALT;EN
1266;GRAHAM PORRIDGE, WATER, SALT;EN
1268;GRAHAM BERRY PORRIDGE, WATER, LINGONBERRY, SUGAR, SALT;EN
1269;MULTIGRAIN BREAD, GRAHAM BREAD, LOW-FAT MILK, GRAHAM FLOUR;EN
1270;MULTIGRAIN BREAD, GRAHAM ROLL, LOW-FAT MILK, GRAHAM FLOUR, WHEAT FLOUR;EN
1276;SEMOLINA GRUEL, MILK, SALT;EN
1277;SEMOLINA PORRIDGE, MILK, SALT;EN
1278;SEMOLINA LINGONBERRY PORRIDGE, WHIPPED;EN
1279;SEMOLINA LINGONBERRY PORRIDGE, WHIPPED, SALT, WITHOUT SUGAR;EN
1280;SEMOLINA APRICOT PORRIDGE, WHIPPED, WITHOUT SALT;EN
1281;SEMOLINA CHOCOLATE PORRIDGE, MILK, WITHOUT SALT;EN
1283;SEMOLINA GRUEL, WHOLE GRAIN SEMOLINA, MILK;EN
1284;SEMOLINA PORRIDGE, WHOLE GRAIN SEMOLINA, WATER;EN
1285;SEMOLINA PORRIDGE, WHOLE GRAIN SEMOLINA, MILK;EN
1286;WHEAT GRUEL, MILK, WHEAT FLAKES, SALT;EN
1287;WHEAT GRUEL, WATER, WHEAT FLAKES, SALT;EN
1288;WHEAT PORRIDGE, MILK, WHEAT FLAKES, SALT;EN
1289;MACARONI GRUEL, MILK, SALT;EN
1290;MACARONI PORRIDGE, MILK, SALT;EN
1291;MACARONI CASSEROLE, LOW-FAT MILK, WITHOUT MEAT;EN
1294;MACARONI, FRIED;EN
1295;WHITE BREAD, DARK WHEAT FLOUR, WATER;EN
1297;MULTIGRAIN BREAD, BUTTERMILK BREAD, SOUR MILK, WHEAT AND DARK WHEAT FLOUR;EN
1298;MULTIGRAIN BREAD, CARROT ROLL, LOW-FAT MILK, DARK WHEAT FLOUR, FLOUR MIX;EN
1301;MULTIGRAIN BREAD, BREAD ROLL, LOW-FAT MILK, FLOUR MIX;EN
1305;BERRY PIE, SHORTBREAD CRUST/BASIC SWEET DOUGH, AVERAGE;EN
1307;BUN, CINNAMON BUN, HIGH-FAT, LOW-FAT MILK;EN
1309;WHITE BREAD, WHEAT BREAD, FRENCH BREAD, INDUSTRIAL;EN
1320;MULTIGRAIN BREAD, BUCKWHEAT BREAD, WATER, BUCKWHEAT FLOUR, NATURALLY GLUTEN-FREE;EN
1326;SWISS ROLL, GLUTEN-FREE;EN
1330;RYE BREAD, WATER, RYE AND DARK WHEAT FLOUR;EN
1331;RYE BREAD, WHOLEGRAIN RYE, DARK WHEAT FLOUR, INDUSTRIAL;EN
1336;MULTIGRAIN BREAD, GRAHAM BREAD, WATER, DARK WHEAT FLOUR, GRAHAM FLOUR;EN
1337;MULTIGRAIN BREAD, GRAHAM BREAD, LOW-FAT MILK, DARK WHEAT FLOUR, GRAHAM FLOUR;EN
1338;RYE BREAD, WHOLEGRAIN RYE, POTATO, RUISPALAT;EN
1340;MULTIGRAIN BREAD, SEED BREAD, WATER, WHEAT FLOUR, CRUSHED WHEAT GRAINS, SEEDS;EN
1341;MULTIGRAIN BREAD, CRUSHED GRAINS, WATER, WHEAT AND RYE FLOUR, OAT FLAKES;EN
1342;RYE BREAD, WHOLEGRAIN RYE, LOW-SODIUM;EN
1343;BERRY AND RHUBARB PIE, SOFT;EN
1344;BERRY PIE, SWEETENED WITH FRUCTOSE, SOFT;EN
1347;CHRISTMAS STAR PASTRY;EN
1348;MUESLI WITH DRIED FRUIT;EN
1370;RICE, BOILED WITHOUT SALT;EN
1372;MACARONI, BOILED, SALT;EN
1373;PASTA, SPAGHETTI, BOILED, SALT;EN
1374;MACARONI, DARK, BOILED, SALT;EN
1375;CRASHED RYE GRAIN E AND RICE MIX, BOILED, SALT;EN
1376;RICE, LONG-GRAIN, BOILED, SALT;EN
1377;RICE, WHOLEGRAIN, BOILED WITHOUT SALT;EN
1378;RICE, NATURAL RICE, MIXED RICE AND WILD RICE, BOILED, SALT;EN
1379;RICE, BOILED, SALT;EN
1389;RYE, WHEAT AND POTATO DOUGH;EN
1416;RYE BREAD, SWEET AND SOUR RYE MALT BREAD;EN
1445;SANDWICH, BAGUETTE, TOMATO, SWEET PEPPER, CHEESE, LETTUCE, ONION;EN
1448;TOMATO SALSA;EN
1450;RED WINE SAUCE;EN
1461;CHEESE PASTY;EN
1500;BARLEY GRUEL, BARLEY FLOUR, MILK, SALT;EN
1501;BARLEY PORRIDGE, PEARL BARLEY, WATER, SALT;EN
1502;MULTIGRAIN BREAD, BARLEY BREAD, LOW-FAT MILK, DARK WHEAT AND BARLEY FLOUR, OAT;EN
1503;MULTIGRAIN BREAD, FLATBREAD, POTATO AND BARLEY, WATER, BARLEY FLOUR, HOME-MADE;EN
1504;BARLEY GRUEL, PEARL BARLEY, MILK, SALT;EN
1505;BARLEY PORRIDGE, PEARL BARLEY, MILK, SALT;EN
1506;BARLEY PORRIDGE, PEARL BARLEY, LINGONBERRY, SUGAR, SALT;EN
1507;MULTIGRAIN BREAD, FALTBREAD, PEARL BARLEY, SOUR MILK;EN
1509;BARLEY PORRIDGE, BARLEY FLAKES, WATER, SALT;EN
1510;BARLEY PORRIDGE, BARLEY FLAKES, MILK, SALT;EN
1511;OAT GRUEL, OAT FLAKES, WATER, SALT;EN
1512;OAT GRUEL, OAT FLAKES, MILK, SALT;EN
1513;OAT PORRIDGE, OAT FLAKES, WATER, SALT;EN
1514;OAT PORRIDGE, OAT FLAKES, LOW-FAT MILK, SALT;EN
1516;PRUNE KISSEL, PRUNE SOUP, WITH OAT FLAKES;EN
1518;PRUNE PORRIDGE, OAT FLAKES, PRUNES, WATER, SUGAR, SALT;EN
1520;MULTIGRAIN BREAD, OAT BREAD, LOW-FAT MILK, WHEAT FLOUR, OAT FLAKES;EN
1521;MULTIGRAIN BREAD, OAT ROLL, LOW-FAT MILK, DARK WHEAT FLOUR, OAT FLAKES;EN
1524;OAT BISCUIT, LACY OATMEAL COOKIES, CONTAINS WHEAT;EN
1526;TALKKUNA PORRIDGE, TALKKUNA POWDER, WATER, SALT;EN
1527;TALKKUNA POWDER WITH SOUR MILK;EN
1530;RHUBARB RICE PORRIDGE, WATER, SUGAR;EN
1531;APPLE RICE PORRIDGE, WATER, SUGAR;EN
1532;APRICOT RICE PORRIDGE, WATER, SUGAR;EN
1537;RICE AND CREAM DESSERT;EN
1538;PRUNE RICE DESSERT;EN
1541;MILLET PORRIDGE, WATER, SALT;EN
1542;MILLET PORRIDGE, MILK, SALT;EN
1543;BUCKWHEAT GRUEL, MILK, SALT;EN
1544;BUCKWHEAT PORRIDGE, WATER, SALT;EN
1545;BUCKWHEAT PORRIDGE, MILK, SALT;EN
1546;POTATO GRUEL, POTATO PEARLS, MILK, SALT;EN
1547;POTATO PORRIDGE, POTATO PEARLS, MILK, SALT;EN
1548;MAIZE GRUEL, MILK, SALT;EN
1549;PUDDING, MAIZE PUDDING, LOW-FAT MILK;EN
1552;POPCORN, COOKING OIL;EN
1554;CHEESE PUFFS;EN
1556;MULTIGRAIN BREAD, BREAD ROLL, WATER, FLOUR MIX;EN
1559;RICE PORRIDGE, WHOLE GRAIN RICE, MILK, SALT;EN
1560;RICE, LONG-GRAIN, BOILED, MEAT BOUILLON;EN
1561;OAT PORRIDGE, OAT FLAKES, WATER, WITHOUT SALT;EN
1562;WHEAT PORRIDGE, WATER, WHEAT FLAKES, WITHOUT SALT;EN
1563;RYE PORRIDGE, RYE FLAKES, WATER, WITHOUT SALT;EN
1564;MIXED FLAKE PORRIDGE, WATER, WITHOUT SALT;EN
1565;RICE PORRIDGE, RICE FLAKES, MILK, WITHOUT SALT;EN
1566;RICE PORRIDGE, WATER, WITHOUT SALT;EN
1567;SEMOLINA PORRIDGE, MILK, WITHOUT SALT;EN
1568;RICE PORRIDGE, MILK, SALT;EN
1569;RICE GRUEL, RICE, MILK, SALT;EN
1571;RICE GRUEL, RICE FLAKES, MILK, SALT;EN
1572;RICE GRUEL, RICE FLAKES, WATER, SALT;EN
1575;MILLET, BOILED WITH SALT;EN
1576;BUCKWHEAT, BOILED, SALT;EN
1577;WHEAT GRAIN, BOILED, SALT;EN
1578;MILLET, BOILED WITHOUT SALT;EN
1579;BUCKWHEAT, BOILED WITHOUT  SALT;EN
1580;WHEAT GRAIN, BOILED WITHOUT SALT;EN
1582;MULTIGRAIN BREAD, FLATBREAD, BARLEY AND POTATO, WHEAT FLOUR, MILK;EN
1860;RAVIOLI WITH SPINACH FILLING, BOILED;EN
2002;POTATO, FRIED;EN
2005;POTATOES IN LOW-FAT MILK;EN
2009;PURÉED POTATO LEEK SOUP;EN
2010;SALAD, POTATO SALAD, ONION, WITHOUT MAYONNAISE;EN
2011;MASHED POTATO CASSEROLE, MILK, EGGS, WITHOUT MEAT;EN
2012;POTATO AND ONION CASSEROLE, LOW-FAT MILK;EN
2021;SLICED BAKED POTATOES WITH CREAM;EN
2022;SCALLOPED GARLIC POTATOES;EN
2023;MASHED POTATOES, MASHED POTATO POWDER, WATER;EN
2024;POTATO WEDGES, OVEN-BAKED;EN
2025;FRENCH FRIES, OVEN-BAKED;EN
2028;MASHED POTATOES AND SPINACH;EN
2029;MASHED POTATOES, LOW-FAT MILK;EN
2030;POTATO CUTLET;EN
2031;POTATO WITH CHEESE, FRIED;EN
2033;POTATO, PEELED, BOILED WITH SALT;EN
3000;CARROT, FRIED;EN
3001;MASHED CARROT;EN
3002;CARROT STEW;EN
3003;PURÉED CARROT SOUP;EN
3004;PURÉED CARROT SOUP, MILK;EN
3005;CARROT CASSEROLE, LOW-FAT MILK;EN
3006;THIN CARROT PANCAKE, CARROT CREPES, LOW-FAT MILK;EN
3009;SWEDE, SIMMERED;EN
3010;SWEDE, MASHED;EN
3014;SWEDE PASTY WITH RYE CRUST;EN
3015;STEW WITH POTATO, RUTABAGA AND RYE DOUGH;EN
3016;BEETROOT PATTY, FRIED;EN
3017;ROSOLLI SALAD, MIXED BEETROOT SALAD, NO DRESSING, NO HERRING;EN
3021;BEETROOT SOUP;EN
3022;PARSNIP STEW;EN
3023;CREAMY JERUSALEM ARTICHOKE SOUP;EN
3024;CELERIAC, MASHED;EN
3025;BLACK SALSIFY STEW;EN
3026;VEGETABLE STEW WITH POTATO, CARROT, SWEDE AND CAULIFLOWER;EN
3027;CREPES FILLED WITH VEGETABLES, LOW-FAT MILK;EN
3030;ASPARAGUS WITH MELTED BUTTER;EN
3034;AUBERGINE, FRIED;EN
3040;SWEET CORN, BOILED;EN
3200;CABBAGE, FRIED;EN
3201;CABBAGE SOUP, SAUTÉED CABBAGE;EN
3202;CABBAGE SOUP WITH POTATOES;EN
3204;SOUR CABBAGE/SAUERKRAUT;EN
3206;RED CABBAGE STEW;EN
3207;CREAMY CAULIFLOWER SOUP, PURÉED;EN
3208;CAULIFLOWER STEW;EN
3209;CAULIFLOWER GRATIN, LOW-FAT MILK;EN
3212;BROCCOLI STEW;EN
3213;CREAMY BRUSSELS SPROUT SOUP;EN
3214;KOHLRABI STEW;EN
3215;SPINACH SOUP;EN
3216;SPINACH STEW, LOW-FAT MILK;EN
3219;THIN SPINACH PANCAKE, SPINACH CREPES, LOW-FAT MILK;EN
3222;SPINACH AND RICE CASSEROLE, LOW-FAT MILK;EN
3224;NETTLE STEW, LOW-FAT MILK;EN
3230;ONION, FRIED;EN
3231;ONION COOKED IN VEGETABLE BOUILLON AND SYRUP;EN
3232;LEEK COOKED IN VEGETABLE BOUILLON AND SYRUP;EN
3233;ONION SOUP, GRATINATED WITH CHEESE;EN
3234;ONION STEW, LOW-FAT MILK;EN
3237;PICKLED ONION;EN
3238;RHUBARB KISSEL, RHUBARB SOUP;EN
3239;ASPARAGUS SOUP, CANNED ASPARAGUS;EN
3240;MUSHROOM, FRIED;EN
3241;CREAMY MUSHROOM SOUP;EN
3242;MUSHROOM STEW, LOW-FAT MILK, CREAM;EN
3245;MUSHROOM GRAVY, THICKENED;EN
3246;CHOPPED MUSHROOM AND ONION;EN
3247;SALAD, MUSHROOM SALAD WITH CREAM;EN
3249;MUSHROOM AND POTATO CASSEROLE, MILK, EGGS;EN
3250;MUSHROOM BARLEY CASSEROLE;EN
3253;OVEN-BAKED MUSHROOM PANCAKE;EN
3254;MUSHROOM ROOT VEGETABLE STEW, POTATO;EN
3255;THIN MUSHROOM PANCAKE, LOW-FAT MILK;EN
3259;CHAMPIGNON SOUP;EN
3260;CHAMPIGNON STEW, LOW-FAT MILK;EN
3264;PUMPKIN STEW;EN
3265;TOMATO SOUP;EN
3266;TOMATO FILLED WITH MUSHROOMS, BREADCRUMBS;EN
3267;VEGETABLE SOUP, MILK-BASED, SUMMERSOUP;EN
3268;PURÉED VEGETABLE SOUP, MILK-BASED;EN
3269;VEGETABLE STEW, LOW-FAT MILK;EN
3272;ROOT VEGETABLES, MASHED, LOW-FAT MILK;EN
3275;VEGETABLE EGG CASSEROLE;EN
3276;VEGETABLE AND POTATO CASSEROLE, LOW-FAT MILK;EN
3279;RISOTTO, VEGETABLE RISOTTO;EN
3280;VEGETABLE PATTY, FRIED;EN
3282;SALAD, CARROT AND ORANGE, GRATED;EN
3283;SALAD, CARROT AND PINEAPPLE, GRATED;EN
3284;SALAD, CARROT AND APPLE, GRATED;EN
3285;SALAD, CARROT AND LINGONBERRY, GRATED;EN
3286;SALAD, CARROT AND COTTAGE CHEESE, GRATED;EN
3287;SALAD, CARROT AND PUMPKIN, GRATED;EN
3288;SALAD, CARROT AND SWEDE, GRATED;EN
3289;SALAD, SWEDE AND RAISIN, GRATED;EN
3290;SALAD, SWEDE AND PINEAPPLE, GRATED;EN
3291;SALAD, SWEDE, ORANGE AND RAISIN, GRATED;EN
3292;SALAD, BEETROOT AND APPLE;EN
3293;SALAD, BEETROOT, MUSHROOMS AND APPLE;EN
3295;SALAD, CABBAGE AND LINGONBERRY;EN
3296;SALAD, CABBAGE AND BEETROOT;EN
3297;SALAD, CABBAGE AND PUMPKIN;EN
3298;SALAD, CABBAGE AND PINEAPPLE;EN
3299;SALAD, CABBAGE, CUCUMBER AND LEEK;EN
3300;SALAD, CABBAGE, CARROT AND ORANGE;EN
3301;SALAD, CABBAGE, APPLE AND PICKLED CUCUMBER;EN
3302;SALAD, CABBAGE, PEA, SWEET CORN AND SWEET PEPPER;EN
3303;SALAD, RED CABBAGE AND PINEAPPLE;EN
3305;SALAD, RED CABBAGE AND LINGONBERRIES;EN
3306;SALAD, RED CABBAGE AND APPLE;EN
3307;SALAD, LETTUCE, CUCUMBER AND TOMATO;EN
3308;SALAD, TOMATO AND ONION;EN
3309;SALAD, TOMATO, BEAN AND ONION;EN
3310;SALAD, CHINESE CABBAGE AND PINEAPPLE;EN
3311;SALAD, CHINESE CABBAGE AND ONION;EN
3312;SALAD, CHINESE CABBAGE, CUCUMBER AND TOMATO;EN
3313;SALAD, CHINESE CABBAGE, PEA, SWEET CORN AND SWEET PEPPER;EN
3314;SALAD, COTTAGE CHEESE, PEA, SWEET CORN AND SWEET PEPPER;EN
3315;SALAD, CHINESE CABBAGE, CUCUMBER AND TOMATO, FRENCH DRESSING;EN
3316;SALAD, LETTUCE, CUCUMBER AND TOMATO, FRENCH DRESSING;EN
3318;SALAD, ITALIAN SALAD WITH MAYONNAISE;EN
3319;VEGETABLE SOUP;EN
3320;SALAD, MAYONNAISE SALAD, AVERAGE OF INDUSTRIAL PRODUCTS;EN
3321;INSTANT SOUP, AVERAGE OF DRY SOUP MIXES;EN
3322;VEGETABLE GRAVY WITH TOMATO;EN
3323;PESTO SAUCE, HERB SAUCE;EN
3324;RATATOUILLE, VEGETABLE STEW;EN
3325;VEGETABLE HASH, MUSHROOM, POTATO;EN
3326;LASAGNE, VEGETABLE LASAGNE;EN
3327;MOUSSAKA, PORK BEEF MINCE;EN
3328;AVOCADO SAUCE, GUACAMOLE;EN
3329;GREEK SALAD, FETA CHEESE SALAD, OIL-BASED DRESSING;EN
3331;ONION PIE, SHORTCRUST PASTRY;EN
3332;FETA AND SPINACH PIE, SOUR CREAM FILLING, SHORTCRUST PASTRY;EN
3333;GREEK SALAD WITHOUT DRESSING;EN
3334;CHAMPIGNON, FRIED;EN
3336;BEAN VEGETABLE GRAVY WITH TOMATO;EN
3337;SALAD, POTATO SALAD WITH MAYONNAISE;EN
3341;CARROT, BOILED, SALT;EN
3342;CAULIFLOWER, BOILED WITHOUT SALT;EN
3343;BROCCOLI, BOILED WITHOUT SALT;EN
3344;BRUSSELS SPROUT, BOILED WITHOUT SALT;EN
3345;MIXED VEGETABLES, BOILED WITHOUT SALT;EN
3346;CAULIFLOWER, BOILED WITH SALT;EN
3347;BROCCOLI, BOILED, SALT;EN
3348;SALAD, ICEBERG LETTUCE, TOMATO AND CUCUMBER, FRENCH DRESSING;EN
3349;BRUSSELS SPROUT, BOILED, SALT;EN
3350;MIXED VEGETABLES, BOILED, SALT;EN
3351;BEETROOT, BOILED, SALT;EN
3352;CARROT, BOILED, SALT AND OIL;EN
3355;ROOT PATEE, CARROT, SWEDE, POTATO;EN
3356;SWEDE, BOILED WITH SALT;EN
3360;SALAD, AVERAGE MIXTURE;EN
3365;FARMER'S CHEESE SALAD, OIL-BASED DRESSING;EN
3368;CREAMY FALSE MOREL SOUP;EN
3700;FROZEN VEGETABLE MIX, PEA-SWEET CORN-SWEET PEPPER, BOILED;EN
3701;PEA STEW, MILK AND FRESH PEAS;EN
3703;PEA STEW, DRIED PEAS;EN
3704;BEAN STEW, MILK, FRESH BEANS;EN
3705;BEAN STEW, WATER, DRIED BEANS;EN
3707;NUT PATTY, POTATO, RICE;EN
3708;SALAD, CHINESE CABBAGE, CUCUMBER AND TOMATO, HOME-MADE FRENCH DRESSING;EN
3709;SALAD, LETTUCE, CUCUMBER AND TOMATO, HOME-MADE FRENCH DRESSING;EN
3710;SOYA BEANS, BOILED WITHOUT SALT;EN
3711;LENTIL SOUP;EN
3712;BEAN AND ZUCCHINI SOUP;EN
3713;BEAN STEW;EN
3714;SOYA BEAN PATTY, FRIED;EN
3716;FALSE MOREL, BOILED;EN
3717;VEGETABLE-MUSHROOM PIE, GRATINATED WITH CHEESE, BUTTER DOUGH;EN
3799;ZUCCHINI FILLED WITH VEGETABLES;EN
3800;ZUCCHINI FILLED WITH MINCED MEAT;EN
3801;AUBERGINE FILLED WITH MUSHROOMS;EN
4000;APPLE KISSEL, APPLE SOUP, FRESH APPLES;EN
4001;APPLE KISSEL, APPLE SOUP, DRIED APPLES;EN
4002;APPLE CRISP DELIGHT, APPLE, OAT FLAKES;EN
4005;PRUNE KISSEL, PRUNE SOUP;EN
4006;PRUNE RICE KISSEL, PRUNE RICE SOUP;EN
4007;PRUNE SOUFFLE;EN
4008;APRICOT KISSEL, APRICOT SOUP;EN
4009;ROSE HIP KISSEL, ROSE HIP SOUP;EN
4010;ORANGE KISSEL, ORANGE SOUP;EN
4011;ORANGE RICE DESSERT;EN
4012;MIXED FRUIT KISSEL, MIXED FRUIT SOUP;EN
4013;MIXED FRUIT KISSEL, MIXED FRUIT SOUP, WITHOUT SUGAR;EN
4014;RAISIN KISSEL, RAISIN SOUP;EN
4015;FRUIT SALAD, ORANGE, BANANA, APPLE, GRAPE;EN
4016;FRUIT SALAD, ORANGE, BANANA, APPLE, PEACH;EN
4017;FRUIT SALAD, UNSWEETENED, ORANGE, BANANA, APPLE, GRAPE;EN
4018;FRUIT JELLY;EN
4019;BANANA, DEEP-FRIED;EN
4400;LINGONBERRY KISSEL, LINGONBERRY SOUP;EN
4401;LINGONBERRY, MASHED, SUGAR;EN
4402;CRANBERRY KISSEL, CRANBERRY SOUP;EN
4403;BLUEBERRY PUREE, SWEETENED;EN
4404;BILBERRY KISSEL, BILBERRY SOUP;EN
4405;BLACKCURRANT KISSEL, BLACKCURRANT SOUP;EN
4406;REDCURRANT KISSEL, REDCURRANT SOUP;EN
4407;STRAWBERRY PUREE, SWEETENED;EN
4408;RASPBERRY PUREE, SUGAR;EN
4409;JUICE JELLY;EN
4410;BERRY KISSEL, BERRY SOUP;EN
4411;BERRY KISSEL, BERRY SOUP, WITHOUT SUGAR;EN
4412;BERRY MOUSSE, CREAM, EGGS;EN
4413;BERRY SORBET, HOME-MADE;EN
4415;BERRIES WITH TALKKUNA POWDER;EN
4416;BERRY KISSEL, BERRY SOUP, SWEETENED WITH FRUCTOSE;EN
4419;RASPBERRY SORBET, HOME-MADE;EN
4420;BERRY JELLY, JAM SUGAR;EN
4421;LINGONBERRY, MASHED, WITHOUT SUGAR;EN
5000;SALAD DRESSING, FRENCH DRESSING, RESTAURANTS, OIL, EGG YOLK, SUGAR, SALT;EN
5001;MAYONNAISE, HOME-MADE;EN
5002;WHITE WINE AND DILL SAUCE;EN
5003;SALAD DRESSING, FRENCH DRESSING, OIL, JUICE, SUGAR, SALT, HOME-MADE;EN
5004;SALAD DRESSING, MUSTARD, OIL, JUICE, VINEGAR;EN
5005;SALAD DRESSING, FRENCH DRESSING, OIL, VINEGAR;EN
5006;TARTAR SAUCE;EN
5007;SANDWICH RELISH;EN
5008;BARBEQUE SAUCE;EN
5009;BEARNAISE SAUCE;EN
5010;SAUCE WITH VINEGAR AND SEASONING, PRESERVATION LIQUID;EN
5900;COOKING FAT, AVERAGE;EN
5901;FAT USED IN BAKING, BUTTER 50%, MARGARINE 50%;EN
5904;FAT USED IN BUTTER DOUGH;EN
5905;FAT USED IN COOKIES, BUTTER AND MARGARINE, FOR BAKING INDUSTRY;EN
5906;FAT USED IN BREAD AND PIZZA;EN
5907;(ARC)OIL FOR DEEP FAT FRYING, INDUSTRIAL;EN
5917;HERB SPREAD, CREAM CHEESE, MARGARINE, GARLIC;EN
6000;MILK CUSTARD, LOW-FAT, EGG;EN
6001;MILK CUSTARD, LOW-FAT, WITHOUT SUGAR;EN
6002;CHOCOLATE SOUP, LOW-FAT MILK;EN
6003;CHOCOLATE SOUP, WITHOUT SUGAR;EN
6004;MAIZE CUSTARD;EN
6006;WHIPPED CREAM, SWEETENED;EN
6007;COCOA, HOT CHOCOLATE, LOW-FAT MILK, SWEETENED;EN
6008;COCOA, HOT CHOCOLATE, LOW-FAT MILK, UNSWEETENED;EN
6009;BERRY MILK;EN
6010;BERRY MILKSHAKE, LOW-FAT MILK, ICE CREAM;EN
6011;BANANA MILKSHAKE, LOW-FAT MILK, ICE CREAM;EN
6012;MOCCA/CHOCOLATE MILKSHAKE, LOW-FAT MILK, ICE CREAM;EN
6015;QUARK, BERRY QUARK, DESSERT QUARK, CREAM, HOME-MADE;EN
6016;QUARK, FRUIT QUARK, DESSERT QUARK, CREAM, HOME-MADE;EN
6017;PASHA, PASCHA;EN
6018;PUDDING, VANILLA PUDDING, CREAM, HOME-MADE;EN
6019;PUDDING, CHOCOLATE PUDDING, CREAM, HOME-MADE;EN
6022;PRUNE CREAM JELLY;EN
6023;LEMON MOUSSE, CREAM, EGG, LEMON, SUGAR, GELATIN;EN
6024;PUDDING, CHOCOLATE MOUSSE;EN
6025;SALAD DRESSING, CREAMY;EN
6026;CHEESE, OVEN CHEESE, 3.5% FAT, MADE WITH COLOSTRUM;EN
6027;CHEESE SOUP, VEGETABLE BOUILLON, WHEAT FLOUR;EN
6028;CHEESE SOUFFLE, LOW-FAT MILK;EN
6037;SOUR CREAM SAUCE;EN
6040;BLUE CHEESE SAUCE, THICKENED WITH FLOUR AND FAT;EN
6041;CHEESE SALAD, SOUR CREAM DRESSING;EN
6042;CHEESE PIE, BLUE CHEESE, SHORTCRUST PASTRY;EN
6043;WHIPPED CREAM, SWEETENED, LOW-LACTOSE;EN
6045;SOUR CREAM SAUCE WITH MUSTARD;EN
6048;TZATZIKI, GREEK YOGHURT SAUCE;EN
6050;GRATINATING SAUCE FOR VEGETABLES, PREPARED WITH MILK AND CHEESE;EN
6051;CHOCOLATE MILK, COLD, LOW-FAT MILK, SWEETENED;EN
7000;PORK, BOILED, SALT;EN
7001;BACON, FRIED;EN
7003;HAM, FATTY, OVEN-BAKED;EN
7005;PORK KNUCKLE, HAM HOCK, SIMMERED;EN
7006;PORK SHOULDER, OVEN-BAKED;EN
7007;PORK CHOP, BREADED, STEKT;EN
7008;PORK CHOP, GRILLED;EN
7009;PORK GRAVY, PORK RIBS, NO ADDED FAT;EN
7010;PEA SOUP WITH PORK;EN
7012;OVEN-BAKED PORK FAT PANCAKE;EN
7013;MINESTRONE SOUP;EN
7015;PORK BEEF MINCE, FRIED;EN
7016;PORK BEEF MINCE GRAVY;EN
7017;BEEF STEAK MINCE GRAVY;EN
7021;BOLOGNESE, PORK BEEF MINCE, TOMATO PURÉE, THICKENED;EN
7022;MEATBALL, PORK-BEEF MINCE, FRIED;EN
7023;MEATBALL, PORK-BEEF MINCE, BOILED;EN
7024;MEATBALL, PORK-BEEF MINCE, OVEN-BAKED;EN
7025;MEATBALL, BEEF STEAK MINCE, FRIED;EN
7026;MEATBALL, MINCED ELK, FRIED;EN
7027;MEATBALL, MINCED REINDEER, FRIED;EN
7029;PORK BEEF MINCE PATTY, NO EGGS, FRIED;EN
7031;MEATLOAF, PORK-BEEF, PRUNE FILLING;EN
7033;MEATLOAF WITH VEGETABLES, PORK-BEEF, CREAM;EN
7034;REINDEER MEATLOAF;EN
7035;PORK BEEF MINCE SOUP;EN
7036;CABBAGE STEW WITH POTATO AND PORK BEEF MINCE;EN
7037;CABBAGE STEW WITH RICE AND PORK BEEF MINCE;EN
7038;PORK BEEF MINCE AND VEGETABLE STEW;EN
7039;MACARONI STEW WITH PORK BEEF MINCE;EN
7040;RISOTTO, PORK BEEF MINCE AND VEGETABLE RISOTTO;EN
7041;MINCED MEAT AND POTATO CASSEROLE, PORK BEEF MINCE, MILK;EN
7042;MINCED MEAT AND POTATO CASSEROLE, LEAN STEAK MINCE, MILK;EN
7043;PORK BEEF MINCE AND MASHED POTATO CASSEROLE, LOW-FAT MILK;EN
7044;MACARONI AND PORK BEEF MINCE CASSEROLE, LOW-FAT MILK;EN
7045;MACARONI AND BEEF STEAK MINCE CASSEROLE, LOW-FAT MILK;EN
7047;CABBAGE CASSEROLE, PORK BEEF MINCE, LOW-FAT MILK;EN
7048;CABBAGE CASSEROLE, BEEF STEAK MINCE, LOW-FAT MILK;EN
7049;CABBAGE, CARROT AND PORK BEEF MINCE CASSEROLE, BEEF STOCK;EN
7050;CABBAGE, CARROT AND LEAN STEAK MINCE CASSEROLE, BEEF STOCK;EN
7051;STUFFED CABBAGE ROLLS, PORK BEEF MINCE;EN
7053;ONION STUFFED WITH RICE AND PORK BEEF MINCE;EN
7054;STUFFED SWEET PEPPERS, FILLED WITH RICE, ONION AND MINCED MEAT;EN
7055;CREPES FILLED WITH PORK BEEF MINCE, LOW-FAT MILK;EN
7058;OMELETTE, PORK BEEF MINCE OMELETTE;EN
7059;RAVIOLI WITH MINCED MEAT FILLING, BOILED;EN
7060;MEAT AND RICE PASTY;EN
7063;MINCED MEAT STEW WITH VEGETABLES;EN
7065;LASAGNE, PORK BEEF MINCE;EN
7067;PORK GRAVY, PORK SHOULDER, NO ADDED FAT;EN
7068;PORK AND POTATO CASSEROLE, LOW-FAT MILK;EN
7069;PORK BEEF MINCE PATTY, FRIED;EN
7070;DOUBLE HAMBURGER;EN
7071;CHICKEN BURGER, WHEAT ROLL;EN
7072;FISH BURGER;EN
7073;CANNELONI, TUNA FILLING;EN
7074;CANNELONI, PORK BEEF MINCE FILLING;EN
