FOODID;FOODNAME;LANG
31990;ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR MASCARPONE;EN
31991;SORBET, RASPBERRY, INDUSTRIAL;EN
31992;CHICKEN MEATBALL, SAARIOINEN;EN
31993;CHICKEN MEATBALL, KARINIEMEN;EN
31994;SOY MILK FROZEN DESSERT, ICE CREAM CORNET, GLUTEN-FREE;EN
31995;CHICKEN MEATBALL, PIRKKA;EN
31996;RICE ICE CREAM;EN
31997;ICE CREAM, YOGHURT BASED, 4% FAT;EN
32000;ICE CREAM BAR, CREAM BASED, CARAMEL AND CHOCOLATE TOPPING;EN
32001;ICE CREAM, CREAM BASED, FLAVOURED, AINO CARAMEL;EN
32002;QUARK, FLAVOURED, 2.9% FAT;EN
32004;SOY PRODUCT, NON-DAIRY CREAM SUBSTITUTE,5.2% FAT;EN
32005;OAT PRODUCT, NON-DAIRY SUBSTITUTE FOR CREAM, 7% FAT;EN
32006;RICE PRODUCT, NON-DAIRY CREAM SUBSTITUTE, VEGETABLE FAT, 7% FAT;EN
32007;RICE DRINK, CALCIUM, VITAMIN D;EN
32008;SOYA DRINK, LIGHT, CALCIUM, VITAMINS, ALPRO;EN
32009;MEAT AND POTATO CASSEROLE, SAARIOINEN, READY MEAL;EN
32010;ICE CREAM WITH BISCUIT AND CHOCOLATE, CREAM BASED;EN
32012;BLOOD PANCAKE, PIRKKA;EN
32013;OAT PORRIDGE, OAT FLAKES, APPLE AND CINNAMON, ELOVENA;EN
32015;OAT PORRIDGE, OAT FLAKES, FRUIT AND BERRIES, ELOVENA;EN
32016;LASAGNE, BEEF MINCE (17%), MEAL MIXTURE;EN
32018;LASAGNE, PORK-BEEF MINCE, MEAL MIXTURE;EN
32019;LASAGNE, LEAN STEAK MINCE (7%), MEAL MIXTURE;EN
32020;LASAGNE, CHICKEN MINCE, MEAL MIXTURE;EN
32022;LASAGNE, BEEF MINCE (17%), WHOLE WHEAT PASTA, MEAL MIXTURE;EN
32023;PASTA CARBONARA, MÅLTID BLANDNING, KOKT;EN
32024;PASTA WITH MUSHROOM GRAVY, PASTA DINNER MIX, COOKED;EN
32025;PASTA WITH CHEESE SAUCE, PASTA DINNER MIX, COOKED;EN
32028;LASAGNE, PORK MINCE, MEAL MIXTURE;EN
32031;PASTA WITH TOMATO SAUCE, PASTA DINNER MIX, COOKED;EN
32035;MEAL MIXTURE, BEEF AND RICE, COOKED;EN
32037;MACARONI AND CHICKEN MINCE CASSEROLE, WHOLE WHEAT MACARONI AND LOW-FAT MILK;EN
32038;MACARONI AND PORK MINCE CASSEROLE, LOW-FAT MILK, WHOLE WHEAT MACARONI;EN
32039;MEAL MIXTURE, PORK AND RICE, COOKED;EN
32040;MEAL MIXTURE, CHICKEN AND RICE, COOKED;EN
32041;MEAL MIXTURE, SOYA AND RICE, COOKED;EN
32042;MEAL MIXTURE, BEEF AND PASTA, COOKED;EN
32043;MEAL MIXTURE, PORK AND PASTA, COOKED;EN
32045;MEAL MIXTURE, CHICKEN AND PASTA, COOKED;EN
32046;MEAL MIXTURE, SOYA AND PASTA, COOKED;EN
32047;ITALIAN STEW WITH PORK BEEF MINCE;EN
32049;ITALIAN STEW WITH BEEF MINCE;EN
32051;CHICKEN MINCE GRAVY, NO ADDED FAT;EN
32052;APPLE PIE, BASIC SWEET DOUGH, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK;EN
32053;APPLE PIE, SHORTBREAD CRUST, NATURALLY GLUTEN-FREE;EN
32054;APPLE PIE, BASIC SWEET DOUGH, NATURALLY GLUTEN-FREE, CONTAINS MILK;EN
32055;BERRY PIE WITH QUARK FILLING, BASIC SWEET DOUGH, GLUTEN-FREE, WHEAT STARCH, MILK;EN
32056;BERRY PIE WITH QUARK FILLING, BASIC SWEET DOUGH, NATURALLY GLUTEN-FREE, MILK;EN
32057;BERRY PIE WITH QUARK FILLING, SHORTBREAD CRUST, GLUTEN-FREE, WHEAT STARCH, MILK;EN
32058;BERRY PIE WITH QUARK FILLING, SHORTBREAD CRUST, NATURALLY GLUTEN-FREE;EN
32059;BREAKFAST CEREAL, RICE, OAT AND MAIZE, RICE KRISPIES MULTIGRAIN;EN
32060;BREAKFAST CEREAL, RICE-WHEAT FLAKES, KELLOGG'S SPECIAL K CLASSIC;EN
32061;BREAKFAST CEREAL, RICE-WHEAT FLAKES, KELLOGG'S SPECIAL K RED BERRIES;EN
32062;YOGHURT, FLAVOURED, 2% FAT, 0.5 UG VITAMIN D;EN
32063;SALAD, BEETROOT SALAD WITH MAYONNAISE, SAARIOINEN;EN
32064;BREAKFAST CEREAL, COCOA RICE KRISPIES, KELLOGG'S COCO POPS;EN
32065;MUESLI, CRUNCHY, WITH APPLE AND CINNAMON, AVERAGE, PIRKKA/RAINBOW;EN
32066;SALAD, BEETROOT SALAD WITH MAYONNAISE, ATRIA;EN
32067;YOGHURT, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED, 0.5 UG VITAMIN D;EN
32068;MUESLI, CRUNCHY, WITH YOGHURT AND STAWBERRY, PIRKKA;EN
32069;SALAD, BEETROOT SALAD WITH MAYONNAISE, LIGHT, ATRIA;EN
32070;BREAKFAST CEREAL, CHOCOLATE CEREAL, MULTIGRAIN, PIRKKA VIIDAKKOMURO;EN
32071;MUESLI, PIRKKA KILOMYSLI, WHEAT, RAISINS, CORN, OATS AND DRIED FRUITS;EN
32072;SALAD, CABBAGE, CARROT, PINEAPPLE, MAYONNAISE, AURINKOSALAATTI, HK;EN
32073;MUESLI, CRUNCHY, WITH DRIED BERRIES, AVERAGE, PIRKKA/RAINBOW;EN
32075;BREAKFAST CEREAL, RYE CEREAL, QUAKER FRAS;EN
32076;SALAD, ITALIAN SALAD WITH MAYONNAISE, SAARIOINEN;EN
32077;BREAKFAST CEREAL, CHOCOLATE CEREAL, WEETABIX MINIS;EN
32078;BREAKFAST CEREAL, CHOCOLATE CEREAL, WEETOS CHOCO, WEETABIX;EN
32079;SALAD, ITALIAN SALAD WITH MAYONNAISE, ATRIA;EN
32080;(ARC)YOGHURT, FLAVOURED, VITALINEA, FAT-FREE, 0.75 UG VITAMIN D;EN
32081;BREAKFAST CEREAL, CORN AND BUCKWHEAT, TOP FOOD SUN FLAKES;EN
32082;SALAD, ITALIAN SALAD WITH MAYONNAISE, LIGHT, ATRIA;EN
32083;(ARC)MUESLI, NESTLE FITNESS, OAT, WHOLE WHEAT, RICE FLOUR, NUTS, VITAMINS;EN
32084;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, 0.5 UG VITAMIN D;EN
32085;YOGHURT, FLAVOURED, 2% FAT, LOW-LACTOSE, A+, 1 UG VITAMIN D;EN
32086;MINCED MEAT SKEWER, SAARIOINEN;EN
32087;BREAKFAST CEREAL, CHOCOLATE CEREAL, NESTLE NESQUIK DUO, VITAMINS;EN
32088;YOGHURT, BULGARIAN, PLAIN, 3.5% FAT, 1 UG VITAMIN D;EN
32092;MINCED MEAT HAMBURGER PATTY, HK;EN
32093;BREAKFAST CEREAL, CHOCOLATE CEREAL, NESQUIK, VITAMINS;EN
32094;HAMBURGER, BEEF AND WHEAT ROLL, HESBURGER;EN
32095;BREAKFAST CEREAL, CHEERIOS, MAIZE, OAT, BARLEY, WHEAT, RICE, NESTLE;EN
32096;HAMBURGER, CHEESE BURGER, HESBURGER;EN
32097;HAMBURGER, CHICKEN BURGER, HESBURGER;EN
32098;BREAKFAST CEREAL, RICE-WHEAT FLAKES, NESTLE FITNESS;EN
32100;MINCED MEAT HAMBURGER PATTY, ATRIA;EN
32101;MAYONNAISE, CUCUMBER MAYONNAISE, HESBURGER;EN
32103;HAMBURGER, BEEF AND WHEAT ROLL, MCDONALD'S;EN
32104;HAMBURGER, CHEESE BURGER, MCDONALD'S;EN
32106;HAMBURGER, CHICKEN BURGER, MCDONALD'S;EN
32107;HAMBURGER, DOUBLE BURGER, BIG MAC, MCDONALD'S;EN
32108;CHICKEN NUGGETS, DEEP FRIED, CHICKEN MCNUGGETS;EN
32109;HAMBURGER, ATRIA;EN
32110;HOTDOG, ATRIA/PIRKKA;EN
32111;HAMBURGER, SAARIOINEN;EN
32112;HAMBURGER, HK;EN
32114;DEEP-FRIED MEAT PASTY, SAARIOINEN;EN
32115;PIZZA, SALAMI PIZZA, ATRIA/SAARIOINEN;EN
32116;PIZZA, MINCED MEAT PIZZA, SAARIOINEN;EN
32118;PIZZA, MINCED MEAT PIZZA, ATRIA;EN
32119;PIZZA, TUNA PIZZA, SAARIOINEN;EN
32120;PIZZA, HAM PIZZA, SAARIOINEN;EN
32121;VEGETABLE BALL, SAARIOINEN;EN
32122;PIZZA, MOZZARELLA AND TOMATO PIZZA, SAARIOINEN;EN
32123;PIZZA, HAM AND PINEAPPLE PIZZA, ATRIA;EN
32125;HAM AND MASHED POTATO CASSEROLE, SAARIOINEN, READY MEAL;EN
32126;PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE, BOILED WITHOUT SALT;EN
32127;PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE, BOILED, SALT;EN
32128;DEEP FRIED MEAT PASTIE, PORTTI;EN
32129;SPAGHETTI AND MINCED MEAT CASSEROLE, SAARIOINEN, READY MEAL;EN
32130;VEGETABLE PATTY, SAARIOINEN;EN
32132;BREAKFAST CEREAL, WHEAT, RICE, YOGHURT, NESTLE FITNESS & YOGHURT, VITAMINS;EN
32135;BREAKFAST CEREAL, WHEAT, RICE, DRIED FRUITS, NESTLE FITNESS & FRUITS, VITAMINS;EN
32136;YOGHURT, PLAIN, ACTIVIA, 3.4% FAT;EN
32138;CHICKEN AND POTATO CASSEROLE, PIRKKA, READY MEAL;EN
32140;WHOLE GRAIN BREAKFAST CEREAL WITH OATS, BARLEY AND RYE;EN
32142;(ARC)YOGHURT WITH JAM, FAT 2%, LOW-LACTOSE, 1 UG VITAMIN D;EN
32144;THIN CARROT PANCAKE, CARROT CREPES, INDUSTRIAL;EN
32145;YOGHURT, FLAVOURED, A+, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D;EN
32146;ONION, BOILED WITHOUT SALT;EN
32147;PEAS, BOILED WITHOUT SALT;EN
32148;CHICKEN GRAVY;EN
32149;ZUCCHINI, BOILED WITHOUT SALT;EN
32150;FRUIT PUREE, HOME-MADE BABYFOOD;EN
32151;CHICKEN VEGETABLE GRAVY;EN
32152;FROZEN VEGETABLE MIX, GRILLED VEGETABLES, SALT, OIL;EN
32153;BEARNAISE SAUCE MIX, KNORR;EN
32154;CHICKEN STROGANOFF;EN
32155;FROZEN VEGETABLE MIX, CARROT-BEAN, AURINKOKASVIKSET;EN
32156;FROZEN VEGETABLE MIX, PEA-SWEET CORN-CARROT;EN
32157;FROZEN VEGETABLE MIX, BROCCOLI-CARROT-SWEET PEPPER, KARTANON KASVIKSET;EN
32158;FROZEN VEGETABLE MIX, ROOT VEGETABLES;EN
32159;FROZEN VEGETABLE MIX, BROCCOLI-CARROT-CAULIFLOWER, KRUUNUSEKOITUS;EN
32160;FRUITY CHICKEN GRAVY;EN
32161;FROZEN VEGETABLE MIX, CARROT-PARSNIP-BEAN, MAALAISKASVIKSET;EN
32162;FROZEN VEGETABLE MIX, BROCCOLI-CARROT-WATER CHESTNUT;EN
32163;BEARNAISE SAUCE MIX, CAMPBELL'S/BLÅ BAND;EN
32164;CHICKEN FILLET AND RICE, OVEN-BAKED;EN
32165;FROZEN VEGETABLE MIX, ROOT VEGETABLES, CARROT-SWEDE-ONION;EN
32166;FROZEN VEGETABLE MIX, POTATO AND VEGETABLES;EN
32167;FROZEN VEGETABLE MIX, TOMATO AND VEGETABLES, POMODORO;EN
32168;BEARNAISE SAUCE MADE OF BEARNAISE SAUCE MIX, AVERAGE;EN
32169;MACARONI AND CHICKEN CASSEROLE, COOKING CREAM (VEG. FAT);EN
32170;FROZEN VEGETABLE MIX, BROCCOLI-SWEET CORN-CARROT;EN
32171;FROZEN VEGETABLE MIX, CARROT-BEAN-PEA-CAULIFLOWER;EN
32172;SOY PRODUCT, ALPRO, SOURED, 2% FAT, CALCIUM, VITAMINS;EN
32173;FROZEN VEGETABLE MIX, AVERAGE, BOILED WITHOUT SALT;EN
32174;CHICKEN STEW, VEGETABLES AND PINEAPPLE;EN
32175;HOLLANDAISE SAUCE MIX;EN
32176;HOLLANDAISE SAUCE MADE OF HOLLANDAISE SAUCE MIX;EN
32177;SALAD DRESSING, RAPESEED OIL, 15% FAT, LIGHT, THOUSAND ISLAND, FELIX;EN
32178;SALAD DRESSING, FRENCH DRESSING, RAPESEED OIL, 47% FAT, SAARIOINEN;EN
32179;SALAD DRESSING, RAPESEED OIL, 23% FAT, LIGHT, KARTANON, SAARIOINEN;EN
32181;VEGETABLE PUREE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
32182;BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER;EN
32186;FROZEN VEGETABLE MIX, CARROT-BROCCOLI-BEAN-SWEET PEPPER-SWEET CORN, AMERIKAN;EN
32189;CURD MILK, FLAVOURED, 2% FAT, 1 UG VITAMIN D;EN
32191;FRANKFURTER, CHICKEN, 15% FAT;EN
32193;SOY PRODUCT, SOURED, 2% FAT, CALCIUM;EN
32194;MOZZARELLA CHEDDAR STICKS;EN
32195;FRANKFURTER, CHICKEN, LIGHT, 5% FAT;EN
32196;ONION RING, BREADED, DEEP-FRIED;EN
32197;FRANKFURTER, TURKEY, LIGHT, ATRIA;EN
32198;CHICKEN COLD CUTS, 2.2% FAT;EN
32199;CHICKEN SOUP;EN
32201;YOGHURT, TURKISH/GREEK, 10% FAT;EN
32202;SHRIMP, BOILED, WITHOUT SALT;EN
32203;SALMON, BOILED, WITHOUT SALT;EN
32204;RAINBOW TROUT, BOILED, WITHOUT SALT;EN
32205;SALMON/RAINBOW TROUT, BOILED, WITHOUT SALT;EN
32206;SALMON VEGETABLE CASSEROLE, PROCESSED CHEESE, MILK;EN
32208;MACARONI AND SALMON CASSEROLE, LOW-FAT MILK;EN
32209;MACARONI AND SAITHE CASSEROLE, LOW-FAT MILK;EN
32211;SALMON AND POTATO CASSEROLE, LOW-FAT MILK;EN
32212;SAITHE AND POTATO CASSEROLE, LOW-FAT MILK;EN
32214;SALMON SPINACH CASSEROLE, LOW-FAT MILK;EN
32217;FISH FINGERS, OVEN-BAKED, INDUSTRIAL;EN
32218;FISH FINGERS, SALMON, FINDUS, OVEN-BAKED;EN
32224;SALMON AND RICE CASSEROLE;EN
32225;SAITHE AND RICE CASSEROLE;EN
32228;PERCH LOAF, FISH IN RYE CRUST;EN
32229;PERCH, FRIED;EN
32230;PERCH, FRIED IN BUTTER;EN
32231;PIKE, FRIED IN BUTTER;EN
32232;FISH, AVERAGE, FRIED IN BUTTER;EN
32233;BOLOGNESE, BEEF STEAK MINCE, THICKENED;EN
32234;BOLOGNESE, BEEF STEAK MINCE;EN
32236;BOLOGNESE, BEEF MINCE;EN
32237;RAINBOW TROUT, FRIED;EN
32238;RAINBOW TROUT FILLET, COOKING CREAM (VEG. FAT), OVEN-BAKED;EN
32239;BOLOGNESE, BEEF MINCE, THICKENED;EN
32240;RAINBOW TROUT FILLET WITH CREAM, OVEN-BAKED;EN
32241;BOLOGNESE, PORK BEEF MINCE, THICKENED;EN
32242;BOLOGNESE, PORK BEEF MINCE;EN
32243;BOLOGNESE, LEAN STEAK MINCE 7%;EN
32244;BOLOGNESE, LEAN STEAK MINCE 7%, THICKENED;EN
32245;LEAN STEAK MINCE GRAVY, NO ADDED FAT;EN
32248;SAITHE, FRIED;EN
32249;POWAN, FRIED IN BUTTER;EN
32250;POWAN, FRIED;EN
32251;BALTIC HERRING FILLET WITH CREAM, OVEN-BAKED;EN
32256;SALAD, BEETROOT SALAD WITH MAYONNAISE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
32257;CHICKEN COLD CUTS, 2% FAT;EN
32274;CAKE, MOCHA CAKE;EN
32278;JAM PIE, BASIC SWEET DOUGH, WHOLE MILK;EN
32279;JAM PIE, SHORTBREAD CRUST WITH SOUR MILK;EN
32280;BERRY PIE, BASIC SWEET DOUGH, WATER;EN
32282;JAM PIE, BASIC SWEET DOUGH, FAT-FREE MILK, SWEETENED WITH FRUCTOSE;EN
32283;JAM PIE, BASIC SWEET DOUGH, WHOLE MILK, SWEETENED WITH FRUCTOSE;EN
32284;JAM PIE, BASIC SWEET DOUGH, LOW-FAT MILK, SWEETENED WITH FRUCTOSE;EN
32301;MARGARINE 60%, FLORA, NORMALLY SALTED;EN
32308;MARGARINE 60%, FLORA, LACTOSE-FREE;EN
32316;BERRY PIE, BASIC SWEET DOUGH, FAT-FREE MILK, WITHOUT SUGAR;EN
32318;BERRY PIE, BASIC SWEET DOUGH, LOW-FAT MILK, WITHOUT SUGAR;EN
32319;BERRY PIE, BASIC SWEET DOUGH, WHOLE MILK, WITHOUT SUGAR;EN
32320;BERRY PIE, BASIC SWEET DOUGH, FAT-FREE MILK, SWEETENED WITH FRUCTOSE;EN
32321;BERRY PIE, BASIC SWEET DOUGH, LOW-FAT MILK, SWEETENED WITH FRUCTOSE;EN
32322;BERRY PIE, BASIC SWEET DOUGH, WHOLE MILK, SWEETENED WITH FRUCTOSE;EN
32323;BERRY PIE, BASIC SWEET DOUGH, FAT-FREE MILK, ARTIFICIALLY SWEETENED;EN
32324;BERRY PIE, BASIC SWEET DOUGH, LOW-FAT MILK, ARTIFICIALLY SWEETENED;EN
32325;BERRY PIE, BASIC SWEET DOUGH, WHOLE MILK, ARTIFICIALLY SWEETENED;EN
32326;BERRY PIE, SHORTBREAD CRUST WITH SOUR MILK;EN
32327;BERRY PIE, SHORTBREAD CRUST, SUGAR-FREE;EN
32328;BERRY PIE, SHORTBREAD CRUST, SWEETENED WITH FRUCTOSE;EN
32329;BERRY PIE, SHORTBREAD CRUST, ARTIFICIALLY SWEETENED;EN
32330;BERRY PIE, BASIC SWEET DOUGH, EGG-FREE;EN
32331;BERRY PIE, BASIC SWEET DOUGH, WATER, DAIRY-FREE, EGG-FREE;EN
32332;BERRY PIE WITH QUARK FILLING, SHORTBREAD CRUST;EN
32333;APPLE PIE, BASIC SWEET DOUGH, WHOLE MILK;EN
32335;RHUBARB PIE, SHORTBREAD CRUST WITH SOUR MILK;EN
32336;RHUBARB PIE, BASIC SWEET DOUGH, FAT-FREE MILK;EN
32338;SWEET SHORTBREAD PIE CRUST WITH SOUR MILK;EN
32341;MARGARINE 60%, FLORA, HIGH IN SALT;EN
32342;MARGARINE 80%, FOR BAKING AND COOKING;EN
32343;VEGETABLE FAT SPREAD 38%, BECEL LIGHT;EN
32344;VEGATABLE OIL PRODUCT 82%, FLORA CULINESSE, FLUID;EN
32348;VEGATABLE OIL PRODUCT 82%, BECEL, FLUID;EN
32350;VEGETABLE FAT SPREAD 38%, BECEL LIGHT OLIVE;EN
32354;MARGARINE 80%, KEIJU RYPSI, FLUID;EN
32357;DOUGHNUT ROASTING FAT 100%, SUNNUNTAI;EN
32360;MARGARINE 60%, BENECOL, LACTOSE-FREE;EN
32366;(ARC)BLENDED SPREAD 60%, BUNGE MAKUISA;EN
32367;MUKSU SOY DRINK;EN
32372;(ARC)VEGETABLE FAT SPREAD 32%, BENECOL LIGHT OLIVE;EN
32374;(ARC)MARGARINE 40%, BENECOL;EN
32379;MACARONI STEW WITH BEEF MINCE;EN
32380;MACARONI STEW WITH CHICKEN MINCE;EN
32381;BOLOGNESE GRAVY MIX, KNORR;EN
32382;BOLOGNESE, BEEF MINCE, POWDERED GRAVY MIX;EN
32383;BOLOGNESE, PORK BEEF MINCE, TOMATO, POWDERED GRAVY MIX;EN
32384;CURRY SAUCE, UNCLE BEN'S;EN
32385;COTTAGE CHEESE, 1.5% FAT;EN
32386;TIKKA MASALA, UNCLE BEN'S;EN
32397;TUNA SALAD WITH PASTA AND LEGUMES;EN
32398;MACARONI STEW WITH TUNA;EN
32401;SAITHE WITH ALMOND AND COOKING CREAM 15%;EN
32403;DIPMIX WITH MILK EXTRACTS;EN
32404;DIPMIX, MILK-FREE;EN
32405;SOUR CREAM SAUCE, DIPPING SAUCE, 10-12% FAT;EN
32407;SALAMI, LIGHT, 9% FAT;EN
32409;CRUMBED HAM, 3% FAT;EN
32416;BERRY DRINK, PROVIVA, AVERAGE, CONTAINS PROBIOTICS;EN
32417;FRUIT DRINK, PROVIVA, MANGO, CONTAINS PROBIOTICS;EN
32418;OAT PRODUCT, FERMENTED OAT, FLAVOURED, YOSA, AVERAGE, PROBIOTICS;EN
32422;(ARC)GEFILUS DRINK, EFFECT DRINK, FRUIT, VITAMIN C, VITAMIN D, PROBIOTICS;EN
32423;(ARC)YOGHURT DRINK, FRUIT, PROBIOTICS, RAINBOW;EN
32424;(ARC)YOGHURT DRINK, BERRY, PROBIOTICS, RAINBOW;EN
32431;MARGARINE 80%, SUNNUNTAI, FLUID, RAPESEED OIL;EN
32437;(ARC)VEGETABLE FAT SPREAD 30%, KEIJU DELI OLIVE;EN
32438;MUESLI WITH DRIED FRUIT, GLUTEN-FREE, PIRKKA;EN
32439;BREAKFAST CEREAL, WHOLE WHEAT FLAKES, PIRKKA;EN
32440;BREAKFAST CEREAL, WHOLE WHEAT FLAKES WITH BERRIES, ADDED VITAMINS, PIRKKA;EN
32441;BREAKFAST CEREAL, CHOCOLATE CEREAL, CHOCOLATE LOOPS, WHOLE WHEAT, TOP FOOD;EN
32442;BREAKFAST CEREAL, HONEY WHEAT LOOPS, TOP FOOD;EN
32443;BREAKFAST CEREAL, WHEAT, RYE, OAT, BARLEY, TOP FOOD;EN
32444;MUESLI WITH DRIED FRUIT, PIRKKA;EN
32445;BREAKFAST CEREAL, CHOCOLATE CEREAL, PIRKKA;EN
32446;MUESLI, CRUNCHY, RAINBOW;EN
32447;MUESLI, CRUNCHY, WITH FRUIT, RAINBOW;EN
32449;CEREAL BAR WITH YOGHURT;EN
32450;CEREAL BAR, WHOLEGRAIN MUESLI BAR;EN
32451;CEREAL BAR WITH BERRIES;EN
32452;CEREAL BAR WITH FRUITS;EN
32454;KARELIAN STEW, PORK AND BEEF, ROOT VEGETABLES;EN
32455;GRAPEFRUIT PINK/RED, WITHOUT SKIN;EN
32456;ARTICHOKE;EN
32459;MULTIGRAIN BREAD, PUHTILEIPÄ, KATRI ANTELL;EN
32460;MULTIGRAIN BREAD, VAALEAVAALEA, KATRI ANTELL;EN
32461;WHITE BREAD, WHEAT ROLL, LOUNASSÄMPYLÄ, KATRI ANTELL;EN
32462;MULTIGRAIN BREAD, BREAD ROLL, PUHTISÄMPYLÄ, KATRI ANTELL;EN
32463;MULTIGRAIN BREAD, BREAD ROLL, TUHTI-MONIVILJASÄMPYLÄ, KATRI ANTELL;EN
32464;NUT, BRAZIL NUT;EN
32465;MULTIGRAIN BREAD, CARROT ROLL, TUHTI-PORKKANASÄMPYLÄ, KATRI ANTELL;EN
32466;MULTIGRAIN BREAD, POTATO RYE BREAD, OIVA PERUNALIMPPU, LINKOSUO;EN
32467;MULTIGRAIN BREAD, TAMPEREEN RIEVÄ, LINKOSUO;EN
32468;MULTIGRAIN BREAD, TUMMEMPI TUHATJYVÄ, LINKOSUO;EN
32469;MULTIGRAIN BREAD, BREAD ROLL, AAMIAISSÄMPYLÄ, PERHELEIPURIT;EN
32470;WHITE BREAD, WHEAT ROLL, EVÄSSÄMPYLÄ, PERHELEIPURIT;EN
32471;MULTIGRAIN BREAD, LINGONBERRY, LIMPUKKA, PÅGEN;EN
32472;MULTIGRAIN BREAD, BREAD ROLL, RYE AND WHEAT FLOUR, RUIS-VEHNÄTYYNYT, VAASAN;EN
32473;FRUIT DRINK, HEVI SHOT, VALIO, PINEAPPLE-CARROT-MANGO;EN
32474;FRUIT DRINK, HEVI SHOT, VALIO, APPLE-CARROT-STRAWBERRY;EN
32477;FRUIT DRINK, MEHUKATTI FRUIT SNACK, STRAWBERRY;EN
32478;SWEET & SOUR SAUCE, UNCLE BEN'S;EN
32479;FRUIT DRINK, MEHUKATTI FRUIT SNACK, PEAR;EN
32480;SALAD DRESSING, RAPESEED OIL, 39% FAT, KARTANON, SAARIOINEN;EN
32481;FRUIT DRINK, MEHUKATTI FRUIT SNACK, FRUIT MIX;EN
32482;SALAD DRESSING, RAPESEED OIL, 20% FAT, TALON, FELIX;EN
32483;SALAD DRESSING, RAPESEED OIL, 25% FAT, GREEK, FELIX;EN
32485;SALAD DRESSING, RAPESEED OIL, HONEY, MUSTARD, 36% FAT, FELIX;EN
32486;SWEET AND SOUR CHICKEN GRAVY, READY MADE SAUCE;EN
32487;CURRY CHICKEN GRAVY, READY MADE SAUCE;EN
32488;BEEF MINCE AND MASHED POTATO CASSEROLE, MASHED POTATO POWDER, WATER;EN
32489;BEEF MINCE AND MASHED POTATO CASSEROLE, MASHED POTATO POWDER, MILK;EN
32490;BUN, CINNAMON BUN, GIFFLAR CINNAMON BUN, PÅGEN;EN
32492;CAKE, MUFFIN, LEMON, WITH CRÈME FILLING, PÅGEN;EN
32493;CAKE, MUFFIN, COCOA, WITH CRÈME FILLING, PÅGEN;EN
32494;BEEF MINCE GRAVY;EN
32495;CHICKEN MINCE GRAVY;EN
32497;LEAN STEAK MINCE GRAVY;EN
32498;BEEF STEAK MINCE GRAVY, NO ADDED FAT;EN
32500;PORK MINCE GRAVY, NO ADDED FAT;EN
32501;PORK BEEF MINCE GRAVY, NO ADDED FAT;EN
32502;SOFT TOFFEE COVERED WITH MILK CHOCOLATE, DUMLE, FAZER;EN
32503;SWEET, CANDY, MILK CHOCOLATE PASTILLES, M&M'S, AMERIKAN PASTILLI;EN
32504;BEEF STEAK MINCE GRAVY, MILK-BASED;EN
32505;PORK BEEF MINCE GRAVY, MILK-BASED;EN
32506;BOLOGNESE, BEEF MINCE FAT 7%, TOMATO,  POWDERED GRAVY MIX;EN
32507;BOLOGNESE, BEEF STEAK MINCE, POWDERED GRAVY MIX;EN
32508;BEETROOT GRAVY, LOW-FAT MILK;EN
32509;CHOCOLATE BAR, CARAMEL AND COOKIE, TWIX;EN
32510;BEETROOT GRAVY;EN
32511;BUN, QUARK FILLING, DALLAS BUN, FAZER;EN
32513;CHICKEN NUGGETS, BREADED, CHEESE FILLING, HK/KARINIEMI;EN
32515;BUN, CINNAMON BUN, BIG TEXAS, FAZER;EN
32517;DOUGHNUT, BERLINER, BAKERY, JAM AND ICING;EN
32518;SWISS ROLL, NAPAKYMPPI, FAZER OULULAINEN;EN
32523;CHICKEN AND POTATO CASSEROLE, HK, READY MEAL;EN
32525;RASPBERRY KISSEL, RASPBERRY SOUP;EN
32526;STRAWBERRY KISSEL, STRAWBERRY SOUP;EN
32528;PUDDING, CREAM PUDDING, INDUSTRIAL;EN
32529;PUDDING, CHOCOLATE PUDDING, INDUSTRIAL;EN
32530;OAT AND CHOCOLATE BISCUIT, INDUSTRIAL;EN
32532;OAT AND VANILLLA BISCUIT, JYVÄSHYVÄ, LU;EN
32534;FINN CRISP, OAT CRISPBREAD, OULULAINEN, FAZER;EN
32535;KARELIAN PASTY, RICE FILLING, IMATRAN, FAZER;EN
32536;KARELIAN PASTY, RICE FILLING, FAZER;EN
32537;MINCED MEAT HAMBURGER PATTY, GRILLITASSU, SAARIOINEN, FRIED WITHOUT FAT;EN
32538;RHUBARB PIE, BASIC SWEET DOUGH, WHOLE MILK;EN
32539;RHUBARB PIE, BASIC SWEET DOUGH, LOW-FAT MILK;EN
32540;MULLED WINE, NON-ALCOLOLIC;EN
32541;(ARC)QUARK, FLAVOURED, 7% FAT, VALIO;EN
32542;CHOCOLATE CHIP COOKIE, JYVÄSHYVÄ SUKLAAPISARA, LU;EN
32544;BISCUIT FOR CHILDREN, CARNEVAL PRINSESSA, FAZER;EN
