FOODID;FOODNAME;LANG
33282;PAPRIKA, KOKT UTAN SALT;SV
33284;YOGHURT, NATURELL, LAKTOSFRI, FETTFRI, 1 UG D-VITAMIN;SV
33295;YOGHURT, FETTFRI, A+, LÅG LAKTOSHALT, NATURELL, 1 UG D-VITAMIN;SV
33298;YOGHURT MED MYSLI , A+, LAKTOSFRI, FETT 3,5 %, 0,9 UG D-VITAMIN;SV
33304;SPORTDRYCK, KONCENTRAT, DEXAL HEAVY, UTSPÄDD;SV
33305;SPORTDRYCK, KONCENTRAT, DEXAL LIGHT, UTSPÄDD;SV
33307;KYCKLING I RÖD CURRY MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33308;HOKI, UGNSTEKT;SV
33309;PANGASIUS, FILÉ, UGNSTEKT;SV
33310;PANGASIUS, FILÉ, STEKT;SV
33311;HOKI, STEKT;SV
33312;TILAPIA, STEKT;SV
33313;KYCKLING I PANANG CURRY MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33315;KYCKLING I  SÖTSURSÅS MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33316;PANGASIUS, PANERAD, STEKT;SV
33317;SPORTDRYCK, KONCENTRAT, DEXAL LIGHT;SV
33318;FISK-RISLÅDA, IMPORTERAD VITFISK, MATLAGNINGSGRÄDDE;SV
33319;IMPORTERAD VITFISK, TILAPIA/PANGASIUS/HOKI, MEDELVÄRDE;SV
33320;IMPORTERAD VITFISK, TILAPIA/PANGASIUS/HOKI, MEDELVÄRDE, KOKT, UTAN SALT;SV
33321;FISK-GRÖNSAKSSOPPA, IMPORTERAD VITFISK, VATTEN;SV
33323;SPORTDRYCK, KONCENTRAT, DEXAL HEAVY;SV
33324;KYCKLING I TIKKA MASALA SÅS MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33329;GRÖNSAKER I RÖD CURRY MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33332;FISK-ROTSAKSGRYTA, IMPORTERAD VITFISK;SV
33333;KYCKLING I TERIYAKISÅS MED RIS, KITCHEN JOY, FÄRDIGMAT;SV
33334;SPORTDRYCK, PRO FX ZERO CARB;SV
33337;IMPORTERAD VITFISK, TILAPIA/PANGASIUS/HOKI, MEDELVÄRDE, UGNSSTEKT, UTAN SALT;SV
33338;SPORTDRYCK, LEADER CARBO ENERGY;SV
33339;KYCKLINGFILÉ I HONUNGSMARINAD, RÅ;SV
33342;KVARG, KVARGEFTERRÄTT, 4,5 % FETT, VALIO RAHKAVAAHTO, LAKTOSFRI;SV
33343;SPORTDRYCK, LEADER PROTEIN 40;SV
33344;(ARC)KVARG, BÄR-/FRUKTKVARG, VALIO, FETT 2,9 %, LÅG LAKTOSHALT;SV
33345;BULLE, FASTLAGSBULLE, SYLT OCH MANDELMASSA;SV
33346;BULLE, LÄTTMJÖLK, MEDELFET;SV
33353;KORV OCH POTATIS, MED ALLA KRYDDOR, GRILLBAR;SV
33355;KORV OCH POTATIS, UTAN KRYDDOR, GRILLBAR;SV
33356;(ARC)YOGHURT, SMAKSATT, ACTIVIA, FETT 3 %, LÅG LAKTOSHALT, PROBIOTIKA;SV
33357;KAFFE, SNABBKAFFE, PULVER;SV
33360;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, PRO FX RECOVERY;SV
33363;BROILERFILÉ, MARINERAD, STEKT I OLJA;SV
33364;KYCKLINGFILÉ, MARINERAD, UGNSTEKT;SV
33365;KYCKLING, STRIMLAD, MARINERAD, STEKT;SV
33367;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, LEADER RECOVERY;SV
33368;KEBAB MED POMMES FRITES, GRILLBAR;SV
33370;KEBABKÖTT, 75 % KÖTT;SV
33371;KEBAB MED RIS, GRILLBAR;SV
33372;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33374;KEBAB ISKENDER, GRILLBAR;SV
33375;SPORTDRYCK, KOLHYDRATER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33376;SPORTDRYCK, PROTEIN, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33377;HOTDOG MED ALLA KRYDDOR, GRILLBAR;SV
33378;HOTDOG UTAN KRYDDOR, GRILLBAR;SV
33380;HAMBURGARE MED KORV, ALLA KRYDDOR, GRILLBAR;SV
33382;LAX, VARMRÖKT;SV
33383;KÖTTPIROG MED KORV OCH ALLA KRYDDOR, GRILLBAR;SV
33384;HAMBURGARE MED KORV, UTAN KRYDDOR, GRILLBAR;SV
33385;KÖTTPIROG MED KORV, UTAN KRYDDOR, GRILLBAR;SV
33386;MISOSOPPA, MISO SHIRU, TOFU;SV
33387;SUSHI, NIGIRI, LAX, UTAN HAVSTÅNG;SV
33389;SUSHI, NIGIRI, KRÄFTSTJÄRT, UTAN HAVSTÅNG;SV
33390;OMELETT, JAPANSK OMELETT, TAMAGO;SV
33391;SUSHI, NIGIRI, TAMAGO, OMELETT;SV
33392;SUSHI, MAKI, TONFISK, HAVSTÅNG;SV
33394;SUSHI, MAKI, GURKA, HAVSTÅNG;SV
33395;POTATISMOSPULVER, OTILLRETT, RAINBOW;SV
33396;POTATISMOSPULVER, OTILLRETT, PIRKKA/FELIX;SV
33397;POTATISMOSPULVER, OTILLRETT, ELDORADO;SV
33398;POTATISMOS, VATTEN, AV POTATISPULVER, ELDORADO;SV
33399;POTATISMOS, VATTEN, AV POTATISPULVER, RAINBOW;SV
33400;POTATISMOS, VATTEN, AV POTATISPULVER, PIRKKA/FELIX;SV
33402;MANNABÄRGRÖT VISPAD, LINGON, PIRKKA/SAARIOINEN;SV
33403;MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, 54 % PROTEIN, MAXIM;SV
33404;KVARG, BÄR-/FRUKTKVARG, FETT 3 %, DANIO;SV
33405;KVARGEFTERRÄTT, DANIO STRACCIATELLA, FETT 4,4 %;SV
33406;POTATISLÅDA, FRESTELSE, MALET KÖTT OCH BACON, HK, FÄRDIGMAT;SV
33408;SIK, VARMRÖKT;SV
33409;REGNBÅGSLAXFILÉ, KALLRÖKT;SV
33410;YOGHURT, SMAKSATT, 2 % FETT;SV
33414;REGNBÅGSLAXFILÉ, VARMRÖKT;SV
33415;FISK, VARMRÖKT, MEDELVÄRDE;SV
33419;REGNBÅGSLAXFILÉ;SV
33420;LAX, KALLRÖKT;SV
33421;BLANDSEMLA, LJUS, LÅG I KOLHYDRATER, INDUSTRIELL, MEDELVÄRDE;SV
33424;MAKRILL, RÖKT;SV
33428;KAFFE, INSTANT, KAFFEDRYCK;SV
33432;SÖTSAK, SUFFELI CHOKLADVÅFFLA, VÅFFLA, TOFFEEFYLLNING OCH MJÖLKCHOKLAD, FAZER;SV
33433;BASILIKA, TORKAD;SV
33434;PUDDING, MANNAPUDDING;SV
33436;NYPON, TORKAT, NYPONPULVER;SV
33438;CAFFE LATTE, OSÖTAD, FETTFRI MJÖLK;SV
33439;CAFFE LATTE, OSÖTAD, LÄTTMJÖLK;SV
33440;MJÖLK, LÄTTMJÖLK, KOKT;SV
33441;CAPPUCCINO, OSÖTAD, LÄTTMJÖLK;SV
33442;CAFFE LATTE, OSÖTAD, SOJADRYCK;SV
33447;SÖTSAK, MARSHMALLOW;SV
33448;HAVREGRYNSGRÖT, LÄTTMJÖLK, UTAN SALT;SV
33449;OST, MEDELVÄRDE;SV
33452;(ARC)SOJAMELLANMÅL, SYRAT, NATURELL, 2,3 % FETT;SV
33454;MJÖLKSÅS MED OST, PÅ LÄTTMJÖLK, FETT-MJÖLAVREDNING, MATLAGNINGSFETT;SV
33455;BRUNSÅS, UTAN TILLSATT FETT, VATTEN-MJÖLAVREDNING;SV
33456;SPENAT;SV
33457;PIZZA, SKINKPIZZA;SV
33458;REN-TUNNBRÖDRULLE;SV
33459;ÄRTSOPPA, KÖTTFÄRS AV NÖTSTEK;SV
33460;FYLLD BATONG, SKINKA, SUBWAY;SV
33461;KÅLSOPPA, MEDELFETT NÖT, MOROT;SV
33462;FYLLD BATONG, TONFISK, SUBWAY;SV
33464;KÅLGRYTA, RIS OCH SOJAKROSS;SV
33465;OST, HALLOUMIOST, AV GETMJÖLK, 22 % FETT;SV
33466;MJÖLK, MEDELVÄRDE, 1 UG VITAMIN D;SV
33469;SMOOTHIE, YOGHURTDRYCK, BÄR/FRUKT, MJÖLK;SV
33471;BULLE, LÄTTMJÖLK, NATURLIGT GLUTENFRI, MEDELFET, HEMBAKAD;SV
33472;SMOOTHIE, BÄR/FRUKT;SV
33473;BULLE, LÄTTMJÖLK, GLUTENFRI, MEDELFET, HEMBAKAD, VETESTÄRKELSE;SV
33474;BULLE, VATTEN, GLUTENFRI, MEDELFET, HEMBAKAD, VETESTÄRKELSE;SV
33477;WOK-GRÖNSAKER, WOKADE, LÖK, PAPRIKA, SQUASH, MOROT, TOMAT;SV
33478;TORSK, UGNSSTEKT;SV
33479;RENSOPPA;SV
33482;TAPAS, MARINERADE CHAMPINJONER, OLIVOLJA;SV
33484;JALAPENO, KONSERVERAD, I ÄTTIKA;SV
33485;TAPAS, FYLLD JALAPENO MED FÄRSKOST, OLIVOLJA;SV
33486;(ARC)MARGARIN 60 %, KEIJU DELI, 20 UG VITAMIN D;SV
33487;VEGETABILISK MATFETT 70 %, KEIJU LAKTOSFRI, CATERING, 20 UG VITAMIN D;SV
33488;MARGARIN 40 %, KEIJU LÄTT LAKTOSFRI, CATERING, 20 UG VITAMIN D;SV
33489;MARGARIN 60 %, KEIJU NORMAL SALTAD, CATERING, 20 UG VITAMIN D;SV
33491;RÖKT RENSOPPA;SV
33492;KÖTTGRYTA, REN, GRIS, ROTSAKER;SV
33493;KÖTTFÄRSSÅS, RENKÖTT, TOMAT, OAVREDD, CRÈME FRAICHE;SV
33494;PAPRIKA, RÖD, KONSERV;SV
33495;REN- OCH OSTPAJ, MÖRDEGSBOTTEN;SV
33496;VEGETABILISK MATFETT 70 %, BECEL GOLD, 20 UG VITAMIN D;SV
33498;KYCKLINGSCHNITZEL, PANERAD, OSTFYLLNING, STEKT;SV
33499;SOJAKROSS, LJUST ELLER MÖRKT;SV
33501;TOFU, MJUK, SOJAPREPARAT;SV
33502;KNACKKORV, TOFU KORV;SV
33519;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN PULVER;SV
33520;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN TABLETT;SV
33521;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN STICK;SV
33525;FETTPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33531;(ARC)BULLE, BLÅBÄR-HALLONLÄNGD, PULLAVA FAZER;SV
33534;KNACKKORV AV KALKON, LÄTT, KOKT;SV
33535;RISGRÖT, UGNSGRÖT, MJÖLK, SALT;SV
33536;RENSOPPA, POTATIS, MOROT;SV
33537;KÖTTSOPPA, ÄLGKÖTT, POTATIS, MOROT;SV
33540;CHICKEN NUGGETS PANERADE, HK/KARINIEMI;SV
33542;CHOKLAD, MÖRK, 80 %;SV
33549;ÄGGPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33550;ÄGGVITEPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33551;ÄGGULEPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33553;KRYDDSÅS, SWEET AND SOUR SAUCE, DIPSÅS;SV
33554;OST, EMMENTALOST, 28 % FETT, VALIO POLAR;SV
33555;OST, HALVHÅRD OST, 5 % FETT, VALIO POLAR;SV
33556;OST, HALVHÅRD OST, 15 % FETT, VALIO POLAR;SV
33558;KEX, SALTKEX, PIRKKA/RAINBOW;SV
33559;JORDGUBBSSYLT, INDUSTRIELL, SOCKER 46 G/100 G;SV
33561;GRISNUGGETS, RYPSGRISNUGGETS, HK;SV
33562;VEGETARISK BULLE, HÄLSANS KÖK, INNEHÅLLER GLUTEN;SV
33564;LAXFILÉ, UGNSSTEKT;SV
33565;GRÖNSAKSBLANDNING, DJUPFRYST, MOROT, BROCCOLI, BÖNA OCH BLOMKÅL;SV
33566;SALLAD, RÖDBETSSALLAD, FELIX;SV
33568;NÖTTER OCH TORKAD FRUKT, BLANDNING;SV
33569;NÖTTER, BLANDNING, UTAN SALT;SV
33579;SALTA NÖTTER, BLANDNING;SV
33583;KRONÄRTSKOCKA, KOKT;SV
33584;SURMJÖLK, AB-SURMJÖLK, 2 % FETT, PROBIOTIKA;SV
33585;MAJSGRÖT, POLENTA, MJÖLK, SALT;SV
33586;GLASS, SNICKERS;SV
33587;FISK, VÄGT MEDELVÄRDE;SV
33588;OMELETT, GRÖNSAKSOMELETT;SV
33589;FISK, VÄGT MEDELVÄRDE, KOKT UTAN SALT;SV
33590;FISK, VÄGT MEDELVÄRDE, STEKT;SV
33592;FYLLD BATONG/PANINI, KYCKLING, MR PANINI;SV
33594;FRUKTDRYCK, MELLANMÅLSDRYCK, MEHUKATTI, MEDELVÄRDE;SV
33596;HAVREDRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33597;SOJADRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33598;KEX, INDUSTRIELLT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33599;SPENATSOPPA, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33600;RISDRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33601;POTATISMOSPULVER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33602;POTATISMOS, VATTEN, AV POTATISPULVER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33603;SALLAD, ITALIENSK SALLAD MAJONNÄSDRESSING, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33604;SALLAD, POTATISSALLAD MED MAJONNÄS, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33605;KARELSK PIROG, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33606;FYLLD BATONG/PANINI, SKINKA, SALAMI, MR PANINI;SV
33608;FYLLD BATONG/PANINI, MOZZARELLA, MR PANINI;SV
33609;KÖTTFÄRSBIFF, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33612;KÖTTBULLE, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33613;KEX, DIGESTIVEKEX, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33615;KYCKLINGBULLE, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33616;FLINGOR, CHOKLADFRUKOSTFLINGOR, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33617;LASAGNE, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33619;LEVERLÅDA, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33622;MAKARONILÅDA, KÖTTMAKARONILÅDA, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33624;POTATISLÅDA, KÖTTFÄRS-POTATISMOSLÅDA, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33626;PUDDING, MJÖLKPUDDING, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33629;KVARG, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33630;MYSLI, CRUNCHY MYSLI, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33631;MJÖL, GLUTENFRI MJÖLBLANDNING, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33632;PASTA, GLUTENFRI, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33637;KEX, GLUTENFRI, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33638;SÅSPULVER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33640;SÅS, AV SÅSPULVER, VATTEN, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33659;FLINGOR, MAJSFLINGOR, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33660;BLANDBRÖD, FRUKOSTBRÖD, PERHELEIPURIT, JÄSTBRÖD BAKAT PÅ FULLKORNSVETE;SV
33661;(ARC)RÅGBRÖD, BRÖD PÅ RÅGMJÖL OCH GLUTEN AV VETE, PERHELEIPURIT;SV
33663;BLANDBRÖD, HAVREBRÖD, JÄLKIUUNIKAURALEIPÄ, VAASAN;SV
33664;BLANDBRÖD, LANTBRÖD, SKIVAT FLERKORNSBRÖD, ARKIVIIPALEET, VAASAN;SV
33665;RÅGLIMPA MED FULLKORNSRÅG, SKIVAD, VAASAN;SV
33666;BLANDSEMLA, LJUS, LÅG I KOLHYDRATER, VAASAN;SV
33668;KARELSK PIROG, RÅGPIROG, ISOÄIDIN PIKKUPIIRAKKA, VAASAN;SV
33669;KARELSK PIROG, RÅGPIROG, ISOÄIDIN, VAASAN;SV
33670;BLANDSEMLA, LJUS, LÅG I KOLHYDRATER, SKIVAT, VAASAN;SV
33671;PROFEEL PROTEINDRYCK, VALIO, 1 UG VITAMIN D;SV
33673;(ARC)BLANDBRÖD, BRÖD PÅ FULLKORNSVETEMJÖL, OULULAINEN, FAZER;SV
33674;BLANDBRÖD, POTATISLIMPA, OULULAINEN, FAZER;SV
33675;SURMJÖLK, LÄTT SURMJÖLK 1 % FETT, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
33677;BLANDBRÖD, FLERKORNSBRÖD MED BLANDADE FRÖN, FAZER;SV
33678;SURMJÖLK, AB-SURMJÖLK, 2 % FETT, 1 UG VITAMIN D, PROBIOTIKA;SV
33679;SURMJÖLK, AB-SURMJÖLK, 1,5 % FETT, 1 UG VITAMIN D, PROBIOTIKA;SV
33680;(ARC)ROSTBRÖD, OSTROSTBRÖD MED VETEMJÖL OCH -FIBER, FAZER;SV
33681;(ARC)SURMJÖLK, AKTIIVI, 0,4 % FETT, LÅG LAKTOSHALT, 1 UG VITAMIN D, PROBIOTIKA;SV
33682;SURMJÖLK, LÄTT, 2 %, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
33683;SURMJÖLK, LÄTT, 2 % FETT;SV
33685;SURMJÖLK, ACIDOPHILUS-BIFIDUS, 1,5 % FETT, LÅG LAKTOSHALT, PROBIOTIKA;SV
33689;(ARC)YOGHURTDRYCK, KIDIUS GEFILUS, LÅG LAKTOSHALT, VITAMIN D 1,5 UG;SV
33690;YOGHURT, SMAKSATT, 2,6 % FETT, LÅG LAKTOSHALT, 30 % MINDRE SOCKER;SV
33692;(ARC)YOGHURT, SMAKSATT, FETTFRI, VITALINEA PROTEIN;SV
33694;ROSTBRÖD, FLERKORNSBRÖD MED BLANDADE FRÖN, FAZER;SV
33695;YOGHURT, SMAKSATT, AB, LÅG LAKTOSHALT, 2,7 % FETT, PROBIOTIKA;SV
33696;YOGHURT, SMAKSATT, AB, 3,3 % FETT, PROBIOTIKA;SV
33697;YOGHURT, NATURELL, AB, 2,5 % FETT, PROBIOTIKA;SV
33698;YOGHURT, NATURELL, AB, 0,2 % FETT, PROBIOTIKA;SV
33699;BLANDBRÖD, SMÅFRANSKA MED RÅGMJÖL, FAZER;SV
33700;YOGHURT, SMAKSATT, AB, FETTFRI, PROBIOTIKA;SV
33703;YOGHURT, DRICKBAR, 0,9 % FETT, PROBIOTIKA;SV
33704;ROSTBRÖD MED OST, VATTEN, VETE-, JÄSTBRÖDSMJÖL, LINKOSUO;SV
33708;BLANDBRÖD, JÄSTBRÖD, VETE, RÅG, LEIVON LEIPOMO, MUHEVA, PERHELEIPURIT;SV
33710;(ARC)MELLANMÅLSDRYCK, GEFILUS DRYCK, FETTFRI, LAKTOSFRI, D-VIT, PROBIOTIKA;SV
33711;KARELSK PIROG, VUOKSEN, FAZER;SV
33714;YOGHURT, SMAKSATT, A+, LAKTOSFRI, FETT 3,2 %, 1 UG VITAMIN D;SV
33715;FLINGOR, KELLOGG'S ALL-BRAN APPLE & FIG, FRUKOSTFLINGOR MED VETE, VITAMINERADE;SV
33718;FLINGOR, KELLOGG'S ALL-BRAN CRUNCHY BITES, FRUKOSTFLINGOR MED VETE OCH RIS;SV
33720;FLINGOR, VETERINGFLINGA, HONEY MONSTER SUGAR PUFFS, RAISIO, VITAMINERADE;SV
33721;FLINGOR, VETERINGFLINGA, HONEY MONSTER CHOCO PUFFS, RAISIO, VITAMINERADE;SV
33723;FLINGOR, KELLOGG'S COCO POPS ROCKS, FRUKOSTFLINGOR MED RIS OCH CHOKLAD;SV
33724;FLINGOR, KELLOGG'S COCO POPS CRUNCHERS, FRUKOSTFLINGOR MED VETE OCH CHOKLAD;SV
33725;YOGHURT, SMAKSATT, REDUCOL, 2 % FETT, LÅG LAKTOSHALT, VÄXTSTEROL, -STANOL, PROB.;SV
33726;VEGETABILISK MATFETT 70 %, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33727;YOGHURT, REDUCOL, 2,5 % FETT, LÅG LAKTOSHALT, VÄXTSTEROL OCH -STANOL, PROB.;SV
33728;FIL, 1,5 % FETT, LAKTOSFRI;SV
33729;(ARC)SURMJÖLK, VANILJ, 0,4 % FETT, LÅG LAKTOSHALT, 0,9 UG VITAMIN D, PROBIOTIKA;SV
33730;(ARC)MYSLI MED FRUKT, ELOVENA PLUS;SV
33732;MYSLI MED BÄR, ELOVENA PLUS;SV
33733;MYSLI, KELLOGG'S EXTRA CLASSIC;SV
33735;MYSLI, KELLOGG'S EXTRA FRUIT;SV
33736;MYSLI, KELLOGG'S EXTRA CHOCOLATE;SV
33739;MJÖLK, HELMJÖLK, 4,4 % FETT, UTAN TILLSATT VITAMIN D, OHOMOGENISERAD;SV
33740;KNACKORV, LÄTT, STEKT UTAN FETT;SV
33756;BLANDBRÖD, HAVREBRÖD, 100 % HAVRE, VAASAN;SV
33757;JUICE, APELSINJUICE, 60 MG VITAMIN C;SV
33758;SKINKPÅLÄGG, LÅG FETTHALT, 2 % FETT;SV
33759;(ARC)MJÖLK-SAFTDRYCK, FETTFRI, GEFILUS, VITAMINERAD, PROBIOTIKA;SV
33760;YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, A+, 1 UG VITAMIN D;SV
33766;VATTEN, KOKT;SV
33783;BLANDBRÖD, FLERKORNSBRÖD MED HAVRE, VAASAN;SV
33790;MJÖLK, LÄTTMJÖLK, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33791;MJÖLK, FETTFRI, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33792;MJÖLK, HELMJÖLK, 3 % FETT, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33804;POTATISLÅDA, RÖKT REN-POTATISLÅDA, SAARIOINEN, FÄRDIGMAT;SV
33813;KYCKLINGSOPPA, RAINBOW, FÄRDIGMAT;SV
33845;MEDVURST/SALAMI, 22 %;SV
33846;PASTEJ, OSTFYLLNING, VAASAN KOTIUUNIN;SV
33847;WIENERBRÖD, JORDGUBBSFYLLING, VAASAN KOTIUUNIN;SV
33848;BULLE, LÄNGD MED BÄR, RAINBOW;SV
33849;BÄRSOPPA, BÄRKRÄM, 30 MG VITAMIN C, INDUSTRIELL;SV
33850;BÄRSOPPA, BÄRKRÄM, 20 MG VITAMIN C, INDUSTRIELL;SV
33851;BÄRSOPPA, 40 MG VITAMIN C, INDUSTRIELL;SV
33852;SURMJÖLK, FETTFRI, VALIO EILA, 2 UG VITAMIN D;SV
33853;MÅLTIDSSALLAD, KYCKLINGSALLAD MED GRÖNSAKER, SAARIOINEN;SV
33855;BÄRPAJ, BLÅBÄRSPAJ, FAZER;SV
33856;GRÄDDSÅS, KÖTTBULJONG, GRÄDDE, VETEMJÖL;SV
33862;SALLAD, COLESLAW SALLAD, MAJONNÄSDRESSING, INDUSTRIELL;SV
33863;RULLTÅRTA, CHOKLADRULLTÅRTA, KRÄMFYLLNING, RAINBOW;SV
33866;BULLEKRANS MED CHOKLAD OCH VANILJFYLLNING, VAASAN;SV
33867;BULLE, LÄNGD MED HALLON OCH ÄPPLE, VAASAN;SV
33872;BRÖSTMJÖLK;SV
33882;MARGARIN, FLORA KULTA, 80 %;SV
33883;SALLAD, TZATSIKISALLAD, ATRIA;SV
33884;JUICE, ANANAS-MOROT, KALCIUM, VITAMIN C OCH D, PROBIOTIKA, VALIO GEFILUS;SV
33885;KVARG, BÄR-/FRUKTKVARG, PROFEEL PROTEIN KVARG, LAKTOSFRI;SV
33886;KEX, HAVREKEX MED FYLLNING;SV
33888;KEX, FYLLDA KEX, BALLERINA;SV
33889;CHOKLAD, MJÖLKCHOKLAD MED HASSELNÖTTER;SV
33890;GRÖNSAKSBIFF/-BULLE, INNEHÅLLER SOJA PROTEIN, MOROTSKNAPP, APETIT;SV
33891;OST, HALLOUMIOST, STEKT;SV
33893;TOFUBIFF, SOJAPREPARAT, PANERAD, STEKT I OLJA;SV
33896;FRUKTMOS, OSÖTAT, 100 % FRUKT;SV
33897;BÄRMOS, OSÖTAT, 100 % FRUKT;SV
33899;MAIZENA EXPRESS AVREDNING;SV
33900;HAVREDRYCK UTAN MJÖLK, OATLY CHOKLAD, KALCIUM OCH VITAMINER, 09/2012;SV
33901;HAVREDRYCK UTAN MJÖLK, OATLY, KALCIUM OCH VITAMINER, 09/2012;SV
33903;(ARC)YOGHURT, SMAKSATT, KIDIUS GEFILUS, 2 % FETT, LÅG LAKTOSHALT, 1,5 UG VIT D;SV
33905;BÄRSOPPA, BÄRKRÄM, BLÅBÄR-HALLON, VITAMINER, PROBIOTIKA, VALIO GEFILUS;SV
33907;VASSLEDRYCK, GEFILUS, LÅG LAKTOSHALT, VITAMINER, PROBIOTIKA;SV
33908;SAFT, GEFILUS, APELSIN-PERSIKA, FIBER, VITAMIN C OCH D, PROBIOTIKA;SV
33909;JUICE, TILLSATT C- OCH D-VITAMIN, PROBIOTIKA, VALIO GEFILUS;SV
33910;YOGHURT, DRICKBAR, ACTIMEL, FETT 1,5 %, 0,75 UG VITAMIN D, PROBIOTIKA;SV
33911;YOGHURT, DRICKBAR, ACTIMEL, FETTFRI, SYNTETISKT SÖTAD, 0,75 UG VIT D, PROBIOTIKA;SV
33912;(ARC)YOGHURT, DRICKBAR, ACTIMEL POWERFRUIT, FETT 1,5 %, VITAMIN C+D, PROBIOTIKA;SV
33914;MILKSHAKE, HESBURGER, VANILJ;SV
33915;MILKSHAKE, VANILJ, MCDONALD'S;SV
33924;GRÄDDE, VALIO JORDGUBBE/CHOKLAD, LAKTOSFRI;SV
33925;QUORN, FILE, FÄRS, BITAR;SV
33927;PÅLÄGG AV HELT KÖTT, KALKONPÅLÄGG;SV
33928;ÄPPELMOS, SOCKRAD;SV
33933;BÄRSOPPA, BÄRKRÄM, PROVIVA, 35 MG VITAMIN C, PROBIOTIKA;SV
34079;GRÖTFLINGOR, FIBERRIKA, NALLE;SV
34080;FIBERGRÖT, NALLE FIBERRIKA GRÖTFLINGOR, VATTEN, SALT;SV
34110;MAIZENA REDNING, BRUN/LJUS;SV
34127;MJÖLK, LÄTTMJÖLK, 2 UG TILLSATT VITAMIN D, VALIO PLUS;SV
34136;HAVSTÅNG, NORI, TORKAT;SV
34137;HAVSTÅNG, WAKAME, TORKAT;SV
34140;KOKOSOLJA;SV
34159;RUCOLA, RUCCOLA, SENAPSKÅL;SV
34180;KYCKLINGBEN, MED SKINN, RÅ;SV
34183;NÖTKÖTT, SORTIMENT E, SÅSKÖTT, RÅ;SV
34184;RYPSGRIS, GRISKÖTT STRIMLAT;SV
34185;KORNGRIS, STRIMLAD;SV
34187;NÖTKÖTT, INNERFILÉ;SV
34188;GRISKÖTT, YTTERFILÉ;SV
